text,preprocessed,label,raw_anger,raw_anticipation,raw_disgust,raw_fear,raw_joy,raw_sadness,raw_surprise,raw_trust,emotion_words
You are strong .,['strong'],8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562,['strong']
This is junk .,['junk'],3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"[PERSON] , that was your new partner .","['person', 'new', 'partner']","6, 7",0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,['partner']
But I don't think you have to worry about this one .,"['dont', 'think', 'worry', 'one']",8,0.0,0.492,0.0,0.578,0.0,0.641,0.0,0.0,['worry']
You'll just have time to change .,"['youll', 'time', 'change']",1,0.0,0.516,0.0,0.198,0.0,0.0,0.0,0.328,"['youll', 'time', 'change']"
"She ... She does not speak for the rest of us , Mr. [PERSON] .","['speak', 'rest', 'u', 'mr', 'person']",4,0.0,0.0,0.0,0.0,0.469,0.0,0.0,0.0,['rest']
Call me as soon as you find it out .,"['call', 'soon', 'find']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
That was close .,['close'],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
This greaser was just trying to tell me how to run my business .,"['greaser', 'trying', 'tell', 'run', 'business']",3,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,['run']
We don't commit murder up here .,"['dont', 'commit', 'murder']",3,0.897,0.0,0.839,0.906,0.0,0.828,0.617,0.0,['murder']
"Got a guest , fam !","['got', 'guest', 'fam']","2, 5, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
At bottom she's a very dull girl and the life she pictures for herself is the life she belongs in .,"['bottom', 'shes', 'dull', 'girl', 'life', 'picture', 'life', 'belongs']",3,0.0,0.0,0.0,0.0,0.876,0.52,0.0,0.0,"['bottom', 'dull', 'life', 'life']"
Removed ?,['removed'],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Unfortunately , I have to return to my children now .","['unfortunately', 'return', 'child']",6,0.0,0.523,0.0,0.0,0.466,0.727,0.0,0.0,"['unfortunately', 'child']"
"Fine . Actually , perfect .","['fine', 'actually', 'perfect']",1,0.0,0.445,0.0,0.0,0.719,0.0,0.0,0.539,['perfect']
"Look at it again , professor .","['look', 'professor']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578,['professor']
It's too risky .,['risky'],4,0.0,0.617,0.0,0.562,0.0,0.0,0.0,0.0,['risky']
Don't touch me unless you love me .,"['dont', 'touch', 'unless', 'love']",3,0.0,0.0,0.0,0.0,0.828,0.0,0.0,0.758,['love']
It's nice to see you again .,"['nice', 'see']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
And I'll tell you all about that job .,"['ill', 'tell', 'job']",2,0.333,0.0,0.492,0.621,0.0,0.594,0.0,0.0,['ill']
"Do you know what kind of car we have , isaac ?","['know', 'kind', 'car', 'isaac']",2,0.0,0.0,0.0,0.0,0.621,0.0,0.0,0.641,['kind']
One can't expect bloody Yanks to understand .,"['one', 'cant', 'expect', 'bloody', 'yank', 'understand']","1, 3",0.781,0.742,0.555,0.781,0.0,0.806,0.148,0.477,"['expect', 'bloody']"
You can depend on me for an additional overcall of 250 .,"['depend', 'additional', 'overcall', '250']",8,0.0,0.383,0.0,0.0,0.0,0.0,0.0,0.594,['depend']
I suggest you keep that promise .,"['suggest', 'keep', 'promise']","1, 2, 6",0.0,0.0,0.0,0.0,0.415,0.0,0.0,1.125,"['suggest', 'promise']"
"Be well , [PERSON] .","['well', 'person']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
How did we end up talking about your death from my drug test ? I don't understand .,"['end', 'talking', 'death', 'drug', 'test', 'dont', 'understand']",6,0.574,0.398,0.656,0.843,0.0,0.915,0.578,0.0,['death']
"Yes , son , I'm afraid .","['yes', 'son', 'im', 'afraid']",4,0.0,0.0,0.0,0.844,0.0,0.0,0.0,0.0,['afraid']
It wasn't up to my mother .,"['wasnt', 'mother']","1, 6",0.0,0.406,0.0,0.0,0.412,0.016,0.0,0.703,['mother']
And one step further from prison .,"['one', 'step', 'prison']","8, 2, 5",0.529,0.0,0.0,0.625,0.0,0.594,0.0,0.0,['prison']
[PERSON]'s bugging me .,"['person', 'bugging']","1, 3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
But and the Duchess ?,['duchess'],"2, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Altitude !,['altitude'],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Where've you been ?,['whereve'],"1, 2, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
You're lyin' !,"['youre', 'lyin']",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
You can be famous .,['famous'],2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
You've got to stop !,"['youve', 'got', 'stop']","1, 4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Running away ? - Don't look for trouble , [PERSON] .","['running', 'away', 'dont', 'look', 'trouble', 'person']",1,0.0,0.0,0.0,0.0,0.258,0.0,0.0,0.0,['running']
I wouldn't trust you to lick a stamp !,"['wouldnt', 'trust', 'lick', 'stamp']",3,0.0,0.391,0.398,0.0,0.0,0.0,0.0,0.805,"['trust', 'lick']"
"Since he found out we're behind it , he's been running us ragged .","['since', 'found', 'behind', 'he', 'running', 'u', 'ragged']",4,0.0,0.0,0.0,0.0,0.516,0.0,0.0,0.484,"['found', 'running']"
"You're not thinking what I think you're thinking , are you ?","['youre', 'thinking', 'think', 'youre', 'thinking']","8, 2, 4, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"When you're around , Ma , nothing can stop me .","['youre', 'around', 'nothing', 'stop']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I feel useless because I was born without it .,"['feel', 'useless', 'born', 'without']",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I did not ask your advice .,"['ask', 'advice']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.617,['advice']
Reel her in . Steady .,"['reel', 'steady']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.602,['steady']
"I mean , it was rather unprofessional on her part .","['mean', 'rather', 'unprofessional', 'part']","1, 3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I have no basis and no standing to move forward if I did .,"['basis', 'standing', 'move', 'forward']","4, 6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"They really do know where I'm hiding , [PERSON] ?","['really', 'know', 'im', 'hiding', 'person']",4,0.0,0.0,0.0,0.524,0.0,0.0,0.0,0.0,['hiding']
Thanks . - Thank you . - Both of you .,"['thanks', 'thank']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Fuck your goddamn cleaner !,"['fuck', 'goddamn', 'cleaner']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
You got it .,['got'],"8, 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
They make me .,['make'],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"[PERSON] , get a load of this .","['person', 'get', 'load']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
That was fun .,['fun'],5,0.0,0.562,0.0,0.0,0.788,0.0,0.0,0.0,['fun']
"Your sins are forgiven , my child .","['sin', 'forgiven', 'child']","8, 5",0.547,0.523,0.625,0.56,0.466,0.516,0.0,0.0,"['sin', 'child']"
"The more you hear about this and the increased incidents of sex trafficking , the more Backpage comes up .","['hear', 'increased', 'incident', 'sex', 'trafficking', 'backpage', 'come']","3, 6",0.0,0.695,0.0,0.0,0.622,0.0,0.477,0.375,"['incident', 'sex']"
[PERSON] ! - He was right about the motel .,"['person', 'right', 'motel']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I'm sorry .,"['im', 'sorry']","1, 3, 4, 6, 8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"No complaints , you're reliable -","['complaint', 'youre', 'reliable']",8,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.703,"['complaint', 'reliable']"
"Ah , [PERSON] , old chum .","['ah', 'person', 'old', 'chum']",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Well , [PERSON] will think of something .","['well', 'person', 'think', 'something']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"It'll probably kill me , too .","['itll', 'probably', 'kill']",4,0.0,0.0,0.0,0.962,0.0,0.797,0.0,0.0,['kill']
She never cared about me !,"['never', 'cared']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
She do that to make him crazy so he don't know what he doing .,"['make', 'crazy', 'dont', 'know']",3,0.5,0.0,0.0,0.519,0.0,0.368,0.0,0.0,['crazy']
Let's put him on the payroll .,"['let', 'put', 'payroll']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Why is she still walking around ?,"['still', 'walking', 'around']",1,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.0,['walking']
You tell him to take care of you .,"['tell', 'take', 'care']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"I've got bad news for you , GJ .","['ive', 'got', 'bad', 'news', 'gj']",6,0.453,0.0,0.391,0.375,0.0,0.422,0.0,0.0,['bad']
"Now , if you will just give me the name and the address of the person .","['give', 'name', 'address', 'person']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"We'll just go and have a great time anyway , huh ?","['well', 'go', 'great', 'time', 'anyway', 'huh']",5,0.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,['time']
Did you ?,[],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
She said she would .,"['said', 'would']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Remember my th birthday party when you lifted your skirt up ...,"['remember', 'th', 'birthday', 'party', 'lifted', 'skirt']",5,0.0,0.633,0.0,0.0,2.003,0.0,0.492,0.0,"['birthday', 'party', 'lifted']"
And for [PERSON] .,['person'],8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"No , [PERSON] .",['person'],6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
There's a shitload of that .,"['there', 'shitload']",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I'll tell you later .,"['ill', 'tell', 'later']",2,0.333,0.0,0.492,0.621,0.0,0.594,0.0,0.0,['ill']
"But the crisis is now , sir .","['crisis', 'sir']",4,0.0,0.0,0.0,0.766,0.0,0.0,0.0,0.445,"['crisis', 'sir']"
You broke your husband out of prerelease ?,"['broke', 'husband', 'prerelease']",7,0.0,0.0,0.0,0.438,0.438,0.484,0.0,0.0,"['broke', 'husband']"
"Now , that was probably a mistake because now you're in danger anyway .","['probably', 'mistake', 'youre', 'danger', 'anyway']",4,0.0,0.0,0.0,0.802,0.0,1.031,0.0,0.0,"['mistake', 'danger']"
"Alright , knock it off !","['alright', 'knock']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
We're in this thing together .,"['thing', 'together']",8,0.0,0.0,0.0,0.0,0.394,0.0,0.0,0.0,['together']
"Yeah , I can just tell the way it smells that this is gonna be a great year for cotton , yeah .","['yeah', 'tell', 'way', 'smell', 'gonna', 'great', 'year', 'cotton', 'yeah']",2,0.061,0.0,0.445,0.0,0.0,0.0,0.0,0.0,['smell']
"Atreyu , get real !","['atreyu', 'get', 'real']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641,['real']
"So the police are extended giving the famous protection , for which we are justly proud in this country , for a finger , eh ?","['police', 'extended', 'giving', 'famous', 'protection', 'justly', 'proud', 'country', 'finger', 'eh']","6, 7",0.0,0.406,0.0,0.328,1.173,0.0,0.0,1.0310000000000001,"['police', 'giving', 'proud']"
Me not work ?,['work'],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Finally , some peace and quiet .","['finally', 'peace', 'quiet']",5,0.0,1.0,0.125,0.0,0.921,0.094,0.297,1.055,"['finally', 'peace', 'quiet']"
I don't need you monitoring my intake .,"['dont', 'need', 'monitoring', 'intake']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
We found his badge .,"['found', 'badge']",7,0.0,0.0,0.0,0.0,0.258,0.0,0.0,0.984,"['found', 'badge']"
What a lively sense of humour .,"['lively', 'sense', 'humour']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I don't know how to thank you .,"['dont', 'know', 'thank']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
How did it go ?,['go'],2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
You sound sort of peculiar .,"['sound', 'sort', 'peculiar']",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I'll be okay .,"['ill', 'okay']","2, 5",0.333,0.0,0.492,0.621,0.0,0.594,0.0,0.0,['ill']
I'm in control .,"['im', 'control']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
This thing that's killing your people and mine is from the other side .,"['thing', 'thats', 'killing', 'people', 'mine', 'side']",4,0.893,0.0,0.0,0.906,0.297,0.812,0.0,0.0,"['killing', 'mine']"
"Smell that , [PERSON] ?","['smell', 'person']",2,0.061,0.0,0.445,0.0,0.0,0.0,0.0,0.0,['smell']
"On the day he presented it , I congratulated him .","['day', 'presented', 'congratulated']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
You'll lose your hair .,"['youll', 'lose', 'hair']",6,0.261,0.0,0.25,0.391,0.0,0.509,0.383,0.328,"['youll', 'lose']"
"Eat all of your stew , children .","['eat', 'stew', 'child']","8, 5",0.0,0.523,0.0,0.0,0.466,0.0,0.0,0.0,['child']
I want to go home . Are we going soon ?,"['want', 'go', 'home', 'going', 'soon']",2,0.0,0.0,0.0,0.0,0.559,0.0,0.0,0.0,['home']
"[PERSON] , listen to me .","['person', 'listen']",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I want to sit in front .,"['want', 'sit', 'front']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Really , it is so good to see you .","['really', 'good', 'see']","8, 5, 7",0.0,0.383,0.0,0.0,0.547,0.0,0.219,0.617,['good']
Why don't you just hit me in the head with a hammer ?,"['dont', 'hit', 'head', 'hammer']","1, 6",0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['hit']
"What do you mean , there's no more money ?","['mean', 'there', 'money']",7,0.074,0.586,0.0,0.0,0.531,0.0,0.203,0.359,['money']
That's a good name .,"['thats', 'good', 'name']",5,0.0,0.383,0.0,0.0,0.547,0.0,0.219,0.617,['good']
Get up ! Do you hear me ?,"['get', 'hear']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
They are all happy all the time .,"['happy', 'time']",5,0.0,1.0710000000000002,0.0,0.0,0.788,0.0,0.0,0.609,"['happy', 'time']"
I'll always regret that I didn't .,"['ill', 'always', 'regret', 'didnt']",6,0.333,0.0,0.492,0.621,0.0,1.2189999999999999,0.0,0.0,"['ill', 'regret']"
Autumn ?,['autumn'],7,0.0,0.0,0.0,0.0,0.254,0.0,0.0,0.0,['autumn']
Damn .,['damn'],"1, 3",0.735,0.0,0.359,0.0,0.0,0.0,0.0,0.0,['damn']
Don't bother about me .,"['dont', 'bother']",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Coward !,['coward'],"1, 3",0.0,0.0,0.555,0.578,0.0,0.484,0.0,0.0,['coward']
"I told you , he didn't even know I was going to do it .","['told', 'didnt', 'even', 'know', 'going']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"No , get away from her you fucking old bitch !","['get', 'away', 'fucking', 'old', 'bitch']","1, 3",0.803,0.0,0.648,0.297,0.0,0.406,0.0,0.0,['bitch']
"You know , Kid ... you're the best stud - poker player I've seen in years of action .","['know', 'kid', 'youre', 'best', 'stud', 'poker', 'player', 'ive', 'seen', 'year', 'action']",8,0.0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,['kid']
"[PERSON] , [PERSON] , it's Trubel !","['person', 'person', 'trubel']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"You and me , we do business .",['business'],8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
That doesn't make him yours .,"['doesnt', 'make']","1, 3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Nice work , [PERSON] .","['nice', 'work', 'person']","8, 5, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
He did ?,[],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
She's got an indiscreet voice .,"['shes', 'got', 'indiscreet', 'voice']",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"You write the long word on top of the page , and under it , you write all of the short words you can make out of the long one .","['write', 'long', 'word', 'top', 'page', 'write', 'short', 'word', 'make', 'long', 'one']","8, 2",0.0,1.21,0.0,0.0,0.0,0.0,0.0,1.423,"['long', 'word', 'top', 'word', 'long']"
They do not want to separate of you .,"['want', 'separate']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Very nice show , [PERSON] .","['nice', 'show', 'person']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,['show']
You remember this guy .,"['remember', 'guy']","8, 2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Turn all of that administrative bullshit to Mac .,"['turn', 'administrative', 'bullshit', 'mac']",1,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.352,"['turn', 'administrative']"
Don't leave me now .,"['dont', 'leave']",4,0.0,0.0,0.0,0.0,0.0,0.328,0.234,0.0,['leave']
"After that pathetic scene in the parking lot , she is fucked and should resign .","['pathetic', 'scene', 'parking', 'lot', 'fucked', 'resign']",3,0.227,0.0,0.711,0.453,0.0,1.172,0.0,0.0,"['pathetic', 'resign']"
"Don't worry , he'll be along .","['dont', 'worry', 'hell', 'along']",8,0.853,0.492,0.68,1.438,0.0,1.341,0.0,0.0,"['worry', 'hell']"
You wanted big ... real big .,"['wanted', 'big', 'real', 'big']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641,['real']
You put your head in the sand .,"['put', 'head', 'sand']",1,0.0,0.0,0.0,0.0,0.109,0.0,0.0,0.0,['sand']
"You wan na help me make dinner ? - Uh , no !","['wan', 'na', 'help', 'make', 'dinner', 'uh']",1,0.0,0.0,0.0,0.48400000000000004,0.0,0.312,0.0,0.0,"['wan', 'help']"
"Repeat , destroyers .","['repeat', 'destroyer']",4,0.812,0.0,0.0,0.75,0.0,0.0,0.0,0.0,['destroyer']
"Now , you must fly out immediately !","['must', 'fly', 'immediately']","2, 4",0.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,['immediately']
Is this the greatest day in your career ?,"['greatest', 'day', 'career']",2,0.0,0.453,0.0,0.0,0.0,0.0,0.0,0.0,['career']
"Take him away , and the others , too !","['take', 'away', 'others']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Congress made a clear policy choice in enacting Section of the Communications Decency Act , and the choice was to preserve free speech on the internet ,","['congress', 'made', 'clear', 'policy', 'choice', 'enacting', 'section', 'communication', 'decency', 'act', 'choice', 'preserve', 'free', 'speech', 'internet']",2,0.0,0.0,0.297,0.0,0.544,0.0,0.0,1.4060000000000001,"['congress', 'policy', 'communication', 'free']"
I'll make amends .,"['ill', 'make', 'amends']","8, 2, 4, 6",0.333,0.0,0.492,0.621,0.0,0.594,0.0,0.0,['ill']
What's this Chicken Volavent ?,"['whats', 'chicken', 'volavent']",7,0.0,0.0,0.0,0.234,0.0,0.0,0.0,0.0,['chicken']
You know what I like about you ?,"['know', 'like']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.484,['like']
Grab him .,['grab'],2,0.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['grab']
From the bowels of hell ...,"['bowel', 'hell']",4,0.853,0.0,0.68,0.86,0.0,0.7,0.0,0.0,['hell']
Your finger got bited from your mouth with your teeth ? Uh-huh .,"['finger', 'got', 'bited', 'mouth', 'teeth', 'uhhuh']","3, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.0,['mouth']
I wouldn't take the slightest risk now you've made such a great reputation for yourself in the Senate .,"['wouldnt', 'take', 'slightest', 'risk', 'youve', 'made', 'great', 'reputation', 'senate']",4,0.0,0.578,0.0,0.562,0.0,0.0,0.0,0.367,"['risk', 'senate']"
Your famous [PERSON] is safe .,"['famous', 'person', 'safe']","2, 5",0.0,0.0,0.0,0.0,0.422,0.0,0.0,0.672,['safe']
Let us out !,"['let', 'u']","1, 4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Come in out of the rain .,"['come', 'rain']",8,0.0,0.0,0.0,0.0,0.0,0.163,0.0,0.0,['rain']
You knew that file didn't have a damn thing to do with my case .,"['knew', 'file', 'didnt', 'damn', 'thing', 'case']",1,0.735,0.0,0.359,0.094,0.0,0.228,0.0,0.0,"['damn', 'case']"
I just wan na feel better .,"['wan', 'na', 'feel', 'better']",6,0.0,0.0,0.0,0.281,0.0,0.312,0.0,0.0,['wan']
It must be in your genes .,"['must', 'gene']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
What if an RD conks out ?,"['rd', 'conk']",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"All right , then .",['right'],"8, 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Do you think I'd be grateful for an easy life when my friends are treated like animals ?,"['think', 'id', 'grateful', 'easy', 'life', 'friend', 'treated', 'like', 'animal']",3,0.0,0.0,0.0,0.0,1.698,0.0,0.0,1.234,"['grateful', 'life', 'friend', 'like']"
What ? [PERSON] has an exemplary record with the bureau .,"['person', 'exemplary', 'record', 'bureau']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Are you a fool or a mutineer ?,"['fool', 'mutineer']","2, 3",0.0,0.0,0.461,0.0,0.0,0.0,0.0,0.0,['fool']
So why don't you tell me a little about yourself ?,"['dont', 'tell', 'little']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Otherwise , what good am I to them ?","['otherwise', 'good']",6,0.0,0.383,0.0,0.0,0.547,0.0,0.219,0.617,['good']
"Thank you , thank you , thank you ...","['thank', 'thank', 'thank']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
That's it !,['thats'],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
You don't like to see me enjoying myself .,"['dont', 'like', 'see', 'enjoying']",6,0.0,0.586,0.0,0.0,0.771,0.0,0.0,1.0699999999999998,"['like', 'enjoying']"
You can hold the frog .,"['hold', 'frog']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"We mean it , sir , all kiddin' aside .","['mean', 'sir', 'kiddin', 'aside']","8, 2, 5, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,['sir']
Motherfuckers !,['motherfucker'],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I have heard that the King is ....,"['heard', 'king']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"She puts the same information out there , Collects her paycheck , and somehow she sleeps at night .","['put', 'information', 'collect', 'paycheck', 'somehow', 'sleep', 'night']","3, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
They'll beg us to let them in .,"['theyll', 'beg', 'u', 'let']",1,0.0,0.0,0.0,0.0,0.0,0.484,0.0,0.0,['beg']
See you later .,"['see', 'later']","2, 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"So now that you're a good guy , what about the bad guys ?","['youre', 'good', 'guy', 'bad', 'guy']",2,0.453,0.383,0.391,0.375,0.547,0.422,0.219,0.617,"['good', 'bad']"
"If you have a lawyer , it's a good time to call him .","['lawyer', 'good', 'time', 'call']",8,0.25,0.899,0.352,0.349,0.547,0.0,0.219,0.617,"['lawyer', 'good', 'time']"
So do not listen to anything,"['listen', 'anything']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Everybody except me .,"['everybody', 'except']",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
We've got the best soldiers in the German army here .,"['weve', 'got', 'best', 'soldier', 'german', 'army']",8,0.258,0.0,0.0,0.0,0.0,0.273,0.0,0.0,['soldier']
Please ... No ...,['please'],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
But he's dead .,"['he', 'dead']",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I say this as a friend .,"['say', 'friend']",8,0.0,0.0,0.0,0.0,0.471,0.0,0.0,0.75,['friend']
She gave you that ?,['gave'],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Awkward ass .,"['awkward', 'as']",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I would put money on us .,"['would', 'put', 'money', 'u']","8, 2",0.074,0.586,0.0,0.0,0.531,0.0,0.203,0.359,['money']
I can't wait to see that [PERSON] .,"['cant', 'wait', 'see', 'person']",2,0.0,0.523,0.0,0.0,0.0,0.0,0.0,0.0,['wait']
How can we be absolutely sure the waste disposal is taken care of ?,"['absolutely', 'sure', 'waste', 'disposal', 'taken', 'care']",4,0.0,0.0,0.695,0.0,0.0,0.348,0.0,0.0,['waste']
Was the public in danger as a result of the accident ?,"['public', 'danger', 'result', 'accident']",4,0.0,0.969,0.0,1.552,0.0,1.2349999999999999,0.75,0.0,"['public', 'danger', 'result', 'accident']"
Don't you call my husband names !,"['dont', 'call', 'husband', 'name']",1,0.0,0.0,0.0,0.0,0.438,0.0,0.0,0.0,['husband']
What they do with the tapes is their own business .,"['tape', 'business']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
It's just the beginning .,['beginning'],"1, 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
He's in my dressing room .,"['he', 'dressing', 'room']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Wipe that fucking smile off your face !,"['wipe', 'fucking', 'smile', 'face']",3,0.0,0.0,0.0,0.0,0.75,0.0,0.117,0.578,['smile']
She's very unhappy .,"['shes', 'unhappy']",6,0.364,0.0,0.211,0.0,0.0,0.75,0.0,0.0,['unhappy']
"Yes , sir .","['yes', 'sir']","8, 4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,['sir']
Do you want to come down and hang out or something ?,"['want', 'come', 'hang', 'something']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"You're not getting anywhere , are you ?","['youre', 'getting', 'anywhere']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Here they are in all their glory !,['glory'],5,0.0,0.547,0.0,0.0,0.859,0.0,0.0,0.477,['glory']
"Oh , great news , I got some turkey burgers , you know we can grill , and watch a little Monday Night Raw tonight if you want ?","['oh', 'great', 'news', 'got', 'turkey', 'burger', 'know', 'grill', 'watch', 'little', 'monday', 'night', 'raw', 'tonight', 'want']",5,0.0,0.523,0.0,0.188,0.0,0.0,0.0,0.0,['watch']
"What are you talking about , dad ,","['talking', 'dad']","4, 6, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
